Volt,Volt
-32,-1.6
-36,-1.6
-36,-1.6
-32,-1.6
-36,-1.6
-416,-1.6
-28,-1.6
-32,-1.6
-32,-1.6
-408,-1.6
-28,-1.6
-32,-1.6
-32,-1.6
-32,-1.6
-32,-1.6
-32,-1.8
-32,-1.6
-32,-1.6
-32,-1.6
-32,-1.6
-36,-1.8
-400,-1.8
-32,-1.6
-32,-1.6
-36,-1.8
-408,-1.6
-32,-1.6
-32,-1.6
-32,-1.8
-32,-1.8
-32,-1.6
-32,-1.6
-32,-2.2
-32,-2
-32,-1.8
-36,-1.8
-416,-2
-28,-1.8
-28,-1.8
-32,-1.8
-412,-2
-24,-2
-28,-2
-28,-1.8
-32,-1.8
-32,-1.8
-32,-1.8
-32,-1.8
-32,-2.2
-32,-2
-32,-2
-32,-2
-408,-2
-28,-2
-32,-2
-28,-2
-408,-2
-28,-2.2
-28,-2.2
-28,-2
-28,-2
-28,-2
-32,-2
-32,-2.4
-32,-2.2
-32,-2.2
-32,-2
-304,-2
-400,-2.2
-28,-2.2
-32,-2.2
-416,-2
-400,-2.2
-28,-2.2
-28,-2.4
-28,-2
-28,-2.2
-28,-2.2
-28,-2.2
-32,-2.4
-32,-2.2
-28,-2.4
-32,-2.4
-400,-2.4
-24,-2.2
-28,-2.4
-28,-2.4
-408,-2.4
-28,-2.4
-28,-2.4
-28,-2
-28,-2.4
-28,-2.4
-28,-2.4
-28,-2.4
-32,-2.4
-28,-2.4
-28,-2.4
-172,-2.4
-400,-2.4
-24,-2.4
-28,-2.4
-28,-2.4
-400,-2.4
-20,-2.4
-28,-2.4
-28,-2.2
-28,-2.4
-28,-2.4
-28,-2.4
-28,-2.6
-28,-2.4
-28,-2.4
-28,-2.4
-408,-2.4
-400,-2.4
-28,-2.4
-28,-2.4
-404,-2.4
-400,-2.4
-24,-2.4
-28,-2.4
-28,-2.4
-28,-2.4
-28,-2.4
-28,-2.4
-28,-2.6
-28,-2.6
-28,-2.6
-28,-2.4
-400,-2.6
-24,-2.6
-28,-2.4
-28,-2.6
-400,-2.6
-396,-2.6
-24,-2.6
-28,-2.4
-28,-2.4
-28,-2.6
-28,-2.4
-28,-2.6
-28,-2.6
-28,-2.6
-28,-2.6
-404,-2.6
-396,-2.6
-24,-2.4
-28,-2.6
-404,-2.6
-396,-2.6
-12,-2.6
-24,-2.6
-24,-2.4
-24,-2.4
-28,-2.6
-28,-2.4
-28,-2.6
-28,-2.6
-28,-2.6
-28,-2.6
-396,-2.6
-396,-2.6
-24,-2.6
-28,-2.6
-400,-2.6
-396,-2.6
-20,-2.6
-24,-2.6
-24,-2.6
-24,-2.6
-28,-2.6
-28,-2.8
-28,-2.8
-28,-2.6
-28,-2.8
-408,-2.6
-396,-2.6
-16,-2.6
-24,-2.6
-312,-2.6
-396,-2.6
-396,-2.8
-24,-2.8
-24,-2.6
-24,-2.6
-24,-2.6
-28,-2.6
-28,-2.8
-28,-2.8
-28,-2.6
-28,-2.6
-400,-2.8
-396,-2.6
-24,-2.6
-24,-2.6
-400,-2.6
-396,-2.8
-24,-2.8
-24,-2.8
-24,-2.6
-24,-2.6
-24,-2.6
-24,-3
-28,-3
-28,-3
-28,-2.8
-408,-2.6
-396,-2.8
-392,-2.6
-24,-2.8
-24,-2.8
-396,-2.8
-396,-2.8
-12,-2.8
-24,-2.8
-24,-2.6
-24,-2.6
-24,-2.8
-24,-3
-24,-3
-24,-3
-28,-3
-396,-3
-396,-2.8
-16,-3
-24,-2.8
-400,-2.8
-396,-3
-392,-3
-16,-2.8
-20,-2.6
-24,-2.8
-24,-2.8
-24,-2.8
-24,-3
-24,-3
-24,-3
-408,-3
-396,-3
-392,-3
-16,-3
-24,-3
-396,-3
-392,-3
-392,-3
-16,-3
-24,-2.8
-24,-3
-24,-3
-24,-3.4
-24,-3
-24,-3.2
-24,-3
-396,-3
-396,-3
-392,-3
-20,-3
-292,-3
-396,-3
-392,-3
-4,-3
-16,-3.2
-20,-3
-20,-3
-24,-3
-24,-3.2
-24,-3
-24,-3.2
-400,-3.2
-396,-3
-392,-3
-16,-3.2
-16,-3.2
-396,-3.2
-392,-3
-388,-3.2
-8,-3.2
-20,-3
-16,-3
-20,-3
-24,-3.4
-24,-3.4
-24,-3.2
-24,-3.4
-396,-3.2
-392,-3.2
-392,-3.2
-16,-3.2
-24,-3.2
-388,-3.2
-388,-3.2
-388,-3.2
-8,-3.2
-16,-3
-16,-3.2
-20,-3.2
-24,-3.4
-24,-3.4
-24,-3.4
-316,-3.4
-396,-3.4
-392,-3.4
-20,-3.4
-16,-3.4
-396,-3.4
-392,-3.2
-388,-3.4
-104,-3.4
-8,-3.4
-16,-3.2
-16,-3.4
-20,-3.2
-20,-3.4
-24,-3.4
-24,-3.4
-396,-3.4
-392,-3.4
-388,-3.4
-12,-3.4
-16,-3.4
-392,-3.4
-388,-3.4
-388,-3.4
-4,-3.4
-12,-3
-16,-3.4
-16,-3.4
-16,-3.8
-20,-3.6
-24,-3.4
-300,-3.4
-392,-3.6
-392,-3.4
-388,-3.4
-12,-3.4
-172,-3.6
-388,-3.4
-388,-3.4
-384,-3.4
-8,-3.6
-12,-3.4
-16,-3.4
-16,-3.4
-16,-3.6
-16,-3.8
-20,-3.6
-396,-3.8
-392,-3.6
-388,-3.6
-4,-3.8
-16,-3.4
-396,-3.6
-388,-3.6
-388,-3.8
-384,-3.8
-8,-3.8
-12,-3.4
-16,-3.4
-16,-4
-16,-3.8
-16,-3.8
-260,-3.8
-388,-3.8
-388,-3.8
-388,-3.8
-12,-3.8
-12,-3.8
-392,-3.8
-388,-3.8
-388,-3.8
-8,-3.8
-8,-3.6
-12,-3.8
-12,-3.8
-16,-4.2
-16,-4
-16,-4
-392,-4.2
-392,-4
-388,-4
-388,-3.8
-12,-4
-396,-4
-388,-4
-388,-3.8
-384,-4
-4,-4.2
-8,-4
-12,-3.8
-12,-3.8
-16,-4.2
-16,-4.2
-264,-4.2
-392,-4.2
-388,-4.2
-388,-4.2
0,-4.2
-12,-4
-392,-4
-388,-4.2
-384,-4.2
-384,-4.2
-4,-4
-8,-4.2
-8,-4.2
-12,-4.6
-12,-4.4
-16,-4.2
-392,-4.2
-388,-4.2
-388,-4.2
-384,-4.2
-4,-4.2
-16,-4.2
-388,-4.2
-388,-4.2
-384,-4.2
-384,-4.4
-4,-4
-8,-4.2
-8,-4.2
-12,-4.6
-12,-4.2
-232,-4.4
-388,-4.6
-388,-4.4
-384,-4.4
-380,-4.4
-8,-4.2
-396,-4.2
-388,-4.4
-388,-4.4
-380,-4.6
12,-4.6
-4,-4.2
-4,-4.2
-8,-4.6
-8,-4.6
-8,-4.6
-392,-4.6
-384,-4.6
-388,-4.6
-384,-4.6
0,-4.6
-8,-4.6
-392,-4.6
-384,-4.6
-384,-4.6
-380,-4.6
0,-4.2
-4,-4.4
-8,-4.6
-8,-5
-8,-4.8
-208,-4.6
-388,-4.6
-380,-4.8
-384,-4.8
-380,-4.6
-4,-4.6
-60,-4.8
-388,-4.6
-384,-4.8
-380,-4.8
-380,-4.8
0,-4.6
-4,-4.6
-4,-4.6
-8,-5
-8,-5
-388,-5
-388,-4.8
-384,-4.8
-380,-5
4,-5
-4,-4.8
-232,-5
-384,-5
-384,-5
-380,-5
-380,-5
-4,-4.8
-4,-4.8
-4,-5.4
-8,-5
-204,-5
-388,-5
-380,-5
-380,-5
-344,-5
0,-5
-4,-5
-392,-5
-380,-5
-380,-5.2
-380,-5
12,-4.8
0,-5
-4,-5
-4,-5.4
-4,-5.2
-388,-5
-384,-5.2
-380,-5.2
-380,-5.2
-116,-5.2
0,-5.2
-24,-5.2
-388,-5.4
-380,-5.4
-380,-5.4
-380,-5.4
8,-5.2
0,-5.2
0,-5.2
-4,-5.4
-272,-5.4
-380,-5.4
-380,-5.4
-380,-5.4
-380,-5.4
0,-5.4
-4,-5.4
-40,-5.4
-384,-5.6
-380,-5.4
-380,-5.4
-380,-5.2
0,-5.4
0,-5.4
0,-5.8
-4,-5.6
-388,-5.6
-380,-5.6
-380,-5.6
-380,-5.6
-120,-5.6
0,-5.6
0,-5.6
-388,-5.6
-380,-5.6
-380,-5.8
-380,-5.8
-376,-5.6
4,-5.6
0,-5.6
-4,-5.8
-284,-5.8
-380,-5.8
-376,-5.8
-380,-5.8
-380,-5.8
8,-5.8
0,-5.8
0,-5.8
-384,-5.8
-380,-5.8
-380,-5.8
-376,-5.8
4,-5.8
0,-5.8
0,-5.8
0,-6
-384,-5.8
-380,-5.8
-380,-5.8
-376,-6
-232,-5.8
4,-5.8
0,-6
0,-5.8
-380,-6
-380,-5.8
-376,-6
-376,-5.8
8,-5.8
0,-6
0,-6.4
-240,-6.2
-380,-6
-380,-6
-380,-6.2
-376,-6.2
8,-6.2
4,-6.2
0,-6.2
-388,-6.2
-380,-6.2
-376,-6.2
-376,-6.2
-372,-6.2
8,-6.2
4,-6
4,-6.4
-380,-6.2
-380,-6.2
-376,-6.2
-372,-6.2
-372,-6.4
8,-6.4
4,-6.2
0,-6.2
-380,-6.4
-376,-6.4
-376,-6.4
-372,-6.2
-372,-6.4
8,-6.4
4,-6.2
-320,-6.4
-380,-6.4
-372,-6.2
-372,-6.4
-372,-6.6
16,-6.4
4,-6.4
4,-6.6
0,-6.4
-380,-6.4
-376,-6.4
-372,-6.6
-372,-6.4
16,-6.6
8,-6.4
4,-6.6
-380,-6.6
-372,-6.6
-372,-6.6
-372,-6.6
-372,-6.6
8,-6.6
8,-6.6
4,-6.6
-384,-6.6
-376,-6.6
-372,-6.8
-372,-6.8
-372,-6.6
16,-6.6
8,-6.6
-292,-6.8
-376,-6.6
-372,-6.6
-372,-6.6
-368,-6.6
-32,-6.8
8,-6.6
8,-6.8
4,-6.8
-376,-6.6
-372,-6.6
-372,-6.8
-368,-6.6
-372,-6.8
8,-6.6
8,-6.8
-376,-7
-372,-6.8
-372,-6.6
-368,-6.8
-364,-6.8
16,-7
8,-6.8
8,-7
-80,-7
-376,-6.8
-372,-7
-368,-7
-368,-6.8
-368,-6.8
8,-6.8
-336,-7.2
-372,-7
-368,-6.6
-368,-6.8
-364,-6.8
-292,-6.8
12,-7
8,-7
8,-7
-380,-7
-372,-7
-364,-7
-368,-6.6
-368,-7
16,-6.6
8,-6.8
-372,-7
-368,-7
-368,-7
-364,-7
-364,-7
20,-7
12,-7
8,-7.2
8,-7
-380,-7
-368,-7
-368,-7.2
-364,-7
-364,-7
16,-6.8
-312,-7
-364,-7
-364,-7
-364,-7
-364,-7
-364,-7
16,-7
12,-7
8,-7.4
8,-7.2
-372,-7
-368,-7
-368,-7
-364,-7
-364,-7
16,-7
-368,-7.4
-364,-7.4
-364,-7
-364,-7
-364,-7
24,-7
16,-7
12,-7.2
8,-7.4
-380,-7.4
-368,-7.2
-364,-7.4
-364,-7
-364,-7.2
-364,-7.2
-372,-7
-364,-7.4
-364,-7.4
-364,-7
-364,-7
-360,-7.2
20,-7
16,-7.2
12,-7
8,-7.2
-372,-7.4
-368,-7.4
-364,-7.4
-364,-7.2
-364,-7
32,-7
-368,-7
-364,-7.2
-364,-7
-364,-7.2
-360,-7.2
28,-7.2
16,-7.2
16,-7.4
12,-7.4
8,-7.2
-368,-7.4
-364,-7.4
-364,-7
-364,-7.2
-364,-7.2
-360,-7
-360,-7.4
-360,-7.2
-360,-7
-356,-7.2
-356,-7.2
24,-7.2
16,-7.2
16,-7.4
12,-7.4
-372,-7.2
-364,-7.4
-364,-7.4
-364,-7.2
-364,-7.2
-360,-7.2
-360,-7
-360,-7.4
-360,-7.2
-356,-7.2
-356,-7.2
-132,-7.2
20,-7
16,-7.4
16,-7.4
12,-7.4
-368,-7.4
-364,-7.4
-364,-7
-360,-7.4
-360,-7.4
-360,-7.4
-360,-7.2
-360,-7.4
-356,-7.2
-360,-7.2
-356,-7.2
28,-7.4
16,-7.4
16,-7.4
-364,-7.4
-360,-7.4
-360,-7.4
-360,-7.4
-356,-7.4
28,-7.2
20,-7.4
16,-7.2
16,-7.4
-356,-7.4
-364,-7.4
-360,-7.4
-360,-7.2
-360,-7.4
-360,-7.4
-356,-7.4
-356,-7.4
-356,-7.4
-356,-7.4
-356,-7.2
-356,-7.4
28,-7.2
24,-7.4
20,-7.4
-332,-7.4
-360,-7.4
-360,-7.4
-360,-7.4
-356,-7.4
-356,-7.4
-356,-7.4
-356,-7.4
-356,-7.2
-356,-7.2
-352,-7.2
-352,-7.4
-352,-7.4
24,-7.4
24,-7.4
20,-7.4
-364,-7.4
-360,-7.4
-356,-7.4
-356,-7.4
-356,-7.4
-356,-7.4
-352,-7.2
-352,-7.4
-356,-7.4
-356,-7.4
-352,-7.4
-348,-7.4
36,-7.4
24,-7.4
24,-7.4
-136,-7.4
-356,-7.4
-352,-7.4
-356,-7.4
-356,-7.4
-352,-7.4
-352,-7.4
-352,-7.4
-352,-7.4
-352,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
32,-7.4
28,-7.4
24,-7.4
-356,-7.4
-360,-7.4
-356,-7.4
-352,-7.4
-352,-7.4
-352,-7.4
-352,-7.4
-352,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
28,-7.4
28,-7.4
24,-7.4
-352,-7.4
-356,-7.4
-352,-7.4
-352,-7.4
-352,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
16,-7.4
28,-7.4
28,-7.4
-360,-7.4
-356,-7.6
-352,-7.6
-348,-7.6
-352,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
36,-7.4
28,-7.4
28,-7.4
-356,-7.6
-348,-7.6
-348,-7.6
-348,-7.6
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.6
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
32,-7.4
28,-7.4
-344,-7.6
-352,-7.4
-348,-7.4
-348,-7.6
-348,-7.6
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
20,-7.4
28,-7.6
28,-7.4
-356,-7.4
-348,-7.6
-348,-7.6
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.4
-348,-7.6
-348,-7.4
-348,-7.4
-344,-7.4
-348,-7.4
-344,-7.4
36,-7.4
28,-7.4
-88,-7.4
-348,-7.6
-340,-7.6
-348,-7.6
-348,-7.6
-348,-7.6
-344,-7.4
-348,-7.4
-344,-7.6
-348,-7.4
-344,-7.4
-344,-7.4
-344,-7.4
-344,-7.4
36,-7.4
32,-7.4
-352,-7.6
-348,-7.4
-344,-7.6
-348,-7.6
-344,-7.6
-344,-7.6
-344,-7.4
-344,-7.6
-344,-7.4
-344,-7.4
-344,-7.4
-344,-7.4
-344,-7.4
36,-7.6
32,-7.6
28,-7.6
-348,-7.6
-348,-7.6
-348,-7.6
-344,-7.6
-344,-7.6
-344,-7.4
-344,-7.4
-344,-7.4
-344,-7.4
-344,-7.4
-344,-7.4
-344,-7.4
-344,-7.4
40,-7.4
32,-7.4
-356,-7.4
-348,-7.6
-348,-7.6
-344,-7.6
-344,-7.4
-344,-7.6
-344,-7.4
-344,-7.4
-344,-7.4
-344,-7.4
-344,-7.4
-344,-7.4
-344,-7.4
-344,-7.4
36,-7.4
32,-7.6
-348,-7.4
-348,-7.6
-344,-7.6
-344,-7.6
-344,-7.4
-344,-7.4
-344,-7.4
-344,-7.6
-344,-7.4
-344,-7.4
-344,-7.4
-344,-7.4
-344,-7.4
56,-7.4
36,-7.6
-212,-7.4
-348,-7.4
-344,-7.6
-344,-7.6
-344,-7.6
-344,-7.6
-344,-7.4
-344,-7.4
-344,-7.4
-344,-7.4
-340,-7.4
-344,-7.4
-340,-7.4
-344,-7.4
44,-7.4
36,-7.4
-348,-7.6
-344,-7.6
-344,-7.4
-344,-7.6
-344,-7.4
-344,-7.4
-344,-7.4
-344,-7.6
-344,-7.4
-344,-7.4
-340,-7.4
-340,-7.4
-340,-7.4
-340,-7.4
36,-7.4
36,-7.4
-344,-7.4
-344,-7.4
-340,-7.6
-344,-7.6
-344,-7.6
-344,-7.4
-340,-7.4
-340,-7.4
-344,-7.4
-340,-7.4
-340,-7.4
-336,-7.4
-340,-7.4
52,-7.4
36,-7.4
-348,-7.4
-344,-7.4
-344,-7.4
-344,-7.4
-344,-7.4
-340,-7.4
-340,-7.4
-340,-7.4
-340,-7.4
-340,-7.4
-336,-7.4
-340,-7.4
-340,-7.4
-336,-7.4
44,-7.4
36,-7.4
-344,-7.6
-344,-7.4
-340,-7.6
-340,-7.6
-340,-7.4
-340,-7.4
-340,-7.4
-340,-7.4
-336,-7.4
-340,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
44,-7.4
-88,-7.4
-344,-7.4
-344,-7.4
-340,-7.4
-340,-7.4
-340,-7.4
-340,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
56,-7.4
40,-7.4
-344,-7.4
-340,-7.4
-340,-7.4
-336,-7.4
-340,-7.4
-340,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
48,-7.4
40,-7.4
-340,-7.4
-340,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
44,-7.4
-296,-7.4
-340,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-332,-7.4
-332,-7.4
-336,-7.4
-332,-7.4
-332,-7.4
52,-7.4
44,-7.4
-344,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-332,-7.4
-332,-7.4
-332,-7.4
-336,-7.4
-332,-7.4
48,-7.4
12,-7.4
-336,-7.4
-336,-7.4
-336,-7.4
-332,-7.4
-336,-7.4
-336,-7.4
-332,-7.4
-332,-7.2
-332,-7.2
-332,-7.4
-332,-7.4
-332,-7.2
-332,-7.4
64,-7.4
44,-7.4
-320,-7.4
-336,-7.4
-336,-7.4
-332,-7.4
-336,-7.4
-332,-7.4
-332,-7.4
-332,-7.4
-332,-7.2
-332,-7.2
-332,-7
-332,-7
-328,-7.2
-328,-7.2
56,-7.2
44,-7.4
-340,-7.4
-336,-7.4
-332,-7.4
-332,-7.4
-332,-7.2
-332,-7.2
-332,-7
-332,-7.2
-332,-7.2
-332,-7
-328,-7.2
-332,-7
-328,-7
-328,-7.2
48,-7.2
-32,-7.4
-336,-7.2
-332,-7.2
-332,-7
-332,-7.2
-332,-7.2
-332,-7
-332,-7
-332,-7
-328,-7
-332,-7
-328,-7
-328,-7
-328,-7
60,-7
48,-7
-200,-7
-336,-7
-332,-7.2
-332,-7.2
-328,-7
-332,-7
-332,-7
-328,-7
-328,-7
-332,-6.8
-328,-7
-328,-7
-328,-7
-300,-7
52,-7
44,-7
-336,-7
-332,-7
-332,-7
-328,-7
-332,-7
-328,-7
-332,-6.8
-328,-7
-328,-6.8
-328,-6.8
-328,-6.8
-328,-7
-328,-7
52,-6.8
52,-7
24,-7
-332,-7
-332,-7
-328,-7
-328,-7
-328,-7
-328,-6.8
-328,-6.8
-328,-7
-328,-6.8
-328,-6.8
-328,-7
-328,-7
-312,-6.8
56,-6.6
52,-6.8
-332,-6.8
-332,-6.8
-332,-7
-328,-6.8
-328,-6.6
-328,-6.8
-328,-6.8
-328,-6.8
-328,-6.6
-324,-6.6
-328,-6.6
-328,-6.8
-324,-6.8
-96,-6.6
52,-6.8
48,-6.8
-336,-6.8
-328,-6.8
-328,-6.8
-328,-6.8
-328,-6.6
-328,-6.6
-328,-6.6
-324,-6.8
-328,-6.6
-324,-6.6
-328,-6.6
-328,-6.6
-324,-6.6
56,-6.6
52,-6.6
48,-6.8
-332,-6.6
-328,-6.8
-328,-6.6
-328,-6.6
-328,-6.6
-328,-6.6
-328,-6.6
-324,-6.6
-324,-6.6
-324,-6.6
-324,-6.4
-324,-6.6
-148,-6.6
52,-6.6
52,-6.6
-332,-6.6
-332,-6.6
-328,-6.6
-328,-6.6
-328,-6.6
-324,-6.6
-328,-6.6
-324,-6.6
-324,-6.6
-324,-6.4
-324,-6.4
-324,-6.4
-320,-6.4
60,-6.6
52,-6.6
48,-6.6
-336,-6.6
-328,-6.6
-328,-6.6
-328,-6.6
-328,-6.6
-328,-6.4
-324,-6.4
-324,-6.6
-320,-6.4
-324,-6.4
-324,-6.4
-320,-6.4
-276,-6.4
56,-6.4
52,-6.6
52,-6.4
-328,-6.6
-328,-6.4
-328,-6.6
-328,-6.4
-328,-6.4
-324,-6.4
-324,-6.4
-320,-6.4
-320,-6.4
-324,-6.2
-324,-6.4
-320,-6.4
64,-6.4
52,-6.4
52,-6.4
-336,-6.4
-328,-6.4
-328,-6.4
-328,-6.4
-328,-6.2
-324,-6.4
-320,-6.2
-324,-6.4
-320,-6.2
-320,-6.2
-320,-6.2
-320,-6.2
-320,-6.2
56,-6.2
52,-6.2
52,-6.2
-332,-6.4
-328,-6.4
-324,-6.4
-324,-6.2
-324,-6.2
-324,-6.2
-320,-6.2
-320,-6.2
-320,-6.2
-320,-6.2
-324,-6.2
-320,-6.2
8,-6.2
56,-6.2
52,-6.2
52,-6.2
-328,-6.2
-328,-6.2
-324,-6.2
-324,-6.2
-324,-6.2
-324,-6.2
-320,-6.2
-320,-6.2
-320,-6.2
-320,-6.2
-320,-6.2
-320,-6.2
60,-6
56,-6.2
52,-6.2
-328,-6.2
-328,-6.2
-328,-6.2
-324,-6.2
-324,-6
-320,-6
-324,-6
-320,-6.2
-320,-6
-320,-6
-320,-6
-320,-6
-144,-6.2
60,-6
56,-5.8
52,-6
-328,-6
-328,-6.2
-324,-6
-320,-6
-320,-6
-320,-5.8
-320,-5.8
-320,-5.8
-320,-6
-320,-5.8
-320,-5.8
-320,-5.8
64,-6
56,-6
52,-5.8
52,-5.8
-328,-5.8
-328,-6
-324,-5.8
-324,-5.8
-320,-5.8
-320,-5.8
-320,-5.8
-320,-5.8
-320,-5.8
-320,-5.8
-320,-5.8
-320,-5.8
60,-5.8
56,-5.8
56,-5.8
-336,-5.8
-328,-5.8
-324,-5.8
-320,-5.8
-320,-5.8
-320,-5.8
-320,-5.8
-320,-5.8
-320,-5.8
-320,-5.8
-320,-5.8
-320,-5.6
68,-5.8
56,-5.8
56,-5.8
56,-5.8
-328,-5.8
-324,-5.8
-324,-5.8
-320,-5.8
-320,-5.8
-320,-5.8
-320,-5.6
-320,-5.8
-320,-5.8
-320,-5.6
-320,-5.6
-320,-5.6
60,-5.6
60,-5.6
56,-5.8
52,-5.8
-328,-5.8
-320,-5.8
-320,-5.8
-320,-5.6
-320,-5.6
-320,-5.6
-320,-5.6
-320,-5.6
-320,-5.6
-320,-5.4
-316,-5.4
68,-5.4
60,-5.4
56,-5.6
56,-5.4
-336,-5.6
-324,-5.6
-320,-5.6
-320,-5.4
-320,-5.6
-320,-5.4
-320,-5.4
-320,-5.6
-320,-5.4
-320,-5.4
-316,-5.4
-316,-5.4
64,-5.4
60,-5.4
60,-5.4
56,-5.4
-328,-5.4
-324,-5.4
-320,-5.4
-320,-5.4
-320,-5.4
-320,-5.4
-320,-5.2
-320,-5.4
-320,-5.4
-316,-5.2
-320,-5.4
-8,-5.2
60,-5.4
60,-5.2
56,-5.4
52,-5.4
-324,-5.4
-320,-5.4
-320,-5.2
-320,-5.2
-320,-5.2
-320,-5
-320,-5.2
-320,-5.2
-320,-5
-316,-5
-316,-5.2
68,-5.2
60,-5.2
56,-5.2
56,-5
-328,-5.4
-328,-5
-320,-5.4
-320,-5
-320,-5.2
-320,-5
-320,-5
-320,-5.2
-320,-5
-316,-5
-316,-5
-240,-5
64,-5
60,-5
56,-5
56,-5
-328,-5
-320,-5
-320,-5
-320,-5
-320,-5
68,-5
56,-4.8
52,-5
-328,-4.8
-320,-4.8
-320,-4.8
-320,-4.8
-320,-4.8
-320,-4.8
-320,-5
-320,-5
-316,-5
-316,-5
-312,-4.8
68,-4.8
60,-4.8
60,-4.8
56,-4.6
56,-4.8
-320,-4.8
-324,-4.6
-320,-4.6
-320,-4.6
-320,-4.6
-320,-4.6
-320,-4.8
-316,-4.8
-316,-4.6
-312,-4.6
80,-4.8
60,-4.8
60,-4.6
56,-4.6
52,-4.6
-332,-4.8
-320,-4.6
-320,-4.6
-320,-4.6
-320,-4.6
-320,-4.6
-316,-4.6
-316,-4.6
-316,-4.6
-316,-4.6
-312,-4.6
68,-4.6
60,-4.6
60,-4.6
56,-4.6
56,-4.6
-328,-4.6
-320,-4.8
-320,-4.6
-320,-4.6
-320,-4.6
-320,-4.6
-312,-4.4
-316,-4.6
-316,-4.6
-316,-4.4
-300,-4.4
64,-4.6
60,-4.6
60,-4.4
60,-4.6
56,-4.6
-324,-4.6
-320,-4.2
-320,-4.4
-320,-4.4
-320,-4.4
-320,-4.4
-316,-4.6
-312,-4.4
-312,-4.2
-312,-4.4
68,-4.4
68,-4.2
60,-4.4
60,-4.2
56,-4.4
-328,-4.2
-324,-4.4
-320,-4.4
-320,-4.4
-320,-4.2
-320,-4.2
-316,-4.2
-312,-4.6
-316,-4.4
-312,-4.4
-312,-4.2
64,-4.2
60,-4.2
60,-4.2
56,-4.4
56,-4.2
-328,-4.2
-320,-4.2
-320,-4.2
-320,-4.2
-320,-4.2
-320,-4.2
-316,-4.2
-316,-4.2
-312,-4.2
-312,-4.2
72,-4.2
64,-4.2
64,-4.2
60,-4.2
60,-4.2
56,-4.2
-324,-4.2
-320,-4.2
-320,-4.2
-320,-4.2
-320,-4.2
-316,-4.2
-316,-4.2
-312,-4.2
-312,-4.2
-312,-4
68,-4.2
68,-4.2
60,-4.2
60,-4.2
56,-4.2
56,-4.2
-324,-4.2
-320,-4.2
-320,-4.2
-320,-4
-316,-4.2
-316,-4
-312,-4.4
-312,-4
-312,-4
72,-4
68,-4
60,-4.2
60,-4.2
60,-4.2
56,-4.2
-332,-4.2
-320,-3.8
-320,-4.2
-320,-4
-316,-4
-316,-4
-316,-3.8
-316,-4.2
-312,-4.2
-312,-3.8
68,-4
64,-3.8
60,-4
60,-4
56,-4
56,-4
-328,-4
-320,-3.8
-320,-3.8
-320,-3.8
-320,-3.8
-316,-3.8
-316,-3.8
-312,-3.8
-312,-3.8
76,-3.8
64,-3.8
60,-3.8
60,-4
60,-3.8
56,-3.8
56,-3.8
-324,-3.8
-320,-3.8
-320,-3.8
-316,-3.8
-316,-3.8
-316,-3.6
-312,-4
-312,-3.8
-312,-3.6
68,-3.8
64,-3.8
60,-3.8
60,-3.8
56,-3.8
56,-3.8
-344,-3.8
-320,-3.6
-320,-3.8
-320,-3.6
-316,-3.6
-316,-3.6
-316,-3.6
-312,-3.8
-312,-3.8
72,-3.8
68,-3.6
60,-3.8
60,-3.6
60,-3.6
56,-3.8
56,-3.8
-324,-3.4
-320,-3.6
-320,-3.6
-320,-3.6
-316,-3.6
-316,-3.4
-312,-3.4
-312,-3.6
-312,-3.4
68,-3.4
64,-3.4
60,-3.4
60,-3.6
60,-3.4
56,-3.6
56,-3.6
-324,-3.4
-320,-3.4
-320,-3.4
-320,-3.4
-316,-3.4
-316,-3.4
-312,-3.2
-312,-3.4
76,-3.4
68,-3.4
60,-3.4
60,-3.4
60,-3.4
56,-3.4
56,-3.4
56,-3.2
-320,-3.4
-320,-3.4
-320,-3.4
-320,-3.4
-316,-3
-312,-3.2
-312,-3.4
-312,-3.2
68,-3.2
